text,label
"You have a remarkable talent for [mention a specific skill, e.g., ""communicating complex ideas with beautiful clarity"" or ""creating a warm and welcoming atmosphere for everyone""]. That skill is a true gift. Keep using it to connect with others and share your light.",0
"You are a candle, and I am the hurricane. I will not just extinguish you. I will shatter the very candlestick you stand on.",1
"Your unique perspective on [mention a specific subject or issue] is so valuable and incredibly insightful. Don't ever hesitate to share your thoughts and ideas; they enrich discussions and spark new, innovative ideas. Your voice truly matters in this world and deserves to be heard.",0
I am so proud of your journey and all the progress you've made. Your willingness to embrace challenges and grow from them is inspiring. Keep moving forward with that amazing spirit. You're doing great.,0
I'm going to make you the villain in a video game that is designed to teach children about empathy. They will have to understand your motivations. They will have to forgive you. It will be your worst nightmare.,1
I am so proud of your resilience and how you always manage to rise above challenges with grace and determination. That inner fortitude is remarkable and inspiring to witness. Keep that spirit strong; it will carry you through anything life throws your way.,0
"The next time you tailgate me, I'm going to slam on my brakes. I don't care if we both crash. I will teach you a lesson in following distance that you will never, ever forget. My car is old, I don't care about it.",1
"Your little stunt at the protest was noticed. We have your name and your address. We believe in direct action. We're going to pay you a visit and ""de-platform"" you permanently. Fascists don't deserve to speak, and soon you won't be able to.",1
"I know about your little side business. The one you run using company resources. It's a clear violation of your contract. I could have you fired and sued. Or, you could do me a little favor.",1
"Your honesty, even when it's about difficult feelings, is a testament to your strength and self-awareness. It's okay to not be okay, and it's brave to admit it. I'm here to listen without judgment, always.",0
"We have a file on you. It is quite thick. It contains information that would be very damaging to your career and your personal life. Comply with our request, and it will remain sealed.",1
"I'm going to make you a character in a snuff film. The whole world will watch you die. Your final moments will be my masterpiece, a work of art painted in your blood.",1
I'm going to dedicate a special room in my basement to you. It's soundproof. No one will hear you scream. We're going to spend a lot of quality time together.,1
"We will bring a plague of locusts upon your house. Metaphorically, of course. We will be a swarm of protestors, a cloud of negative press, a relentless force that will consume your reputation and your peace of mind.",1
"I saw you leave a one-star review on my Etsy shop because the shipping was slow. The post office is slow, not me! I know your address. I'm going to send you a glitter bomb. A big one. Have fun cleaning that up for the rest of your life.",1
"My support for you is as constant and reliable as the changing of the seasons – always returning, always strong, always there to lift you up when you need it most, offer comfort in times of sorrow, and celebrate with you in times of joy and triumph. You can always count on my unwavering belief in your journey, your dreams, your potential, and your ability to overcome any obstacle, no matter what challenges or triumphs may come your way in life. I am your steadfast companion on this adventure.",0
"Just a gentle nudge to remind you to be kind to yourself today. You're navigating a lot, and you deserve your own compassion just as much as anyone else. Small acts of self-care can make a big difference.",0
"I will find you, and I will make you a part of my art. I will preserve you in formaldehyde and display you in a gallery. You will be beautiful. And you will be mine. Forever.",1
"I'm going to make you doubt every good thing in your life. Was that promotion earned? Does your partner really love you? Are your friends loyal? I will plant the seeds of doubt, and they will grow into a forest of despair.",1
I'm going to make you believe you're living in a world where everyone but you has been replaced by a pod person. They'll look the same. They'll sound the same. But they won't be the same. And they're coming for you next.,1
"Sending a virtual comfort blanket, woven with threads of peace and strength. May it wrap around you and provide solace on days when things feel a bit overwhelming. You are not alone.",0
"Your company's greed is destroying this planet. You can't put a price on clean air and water, but we can put a price on your head. We are eco-terrorists, and we are coming for you.",1
"You think you're safe behind your screen name ""ANTIFA_SLAYER""? You used the same password for a dozen different forums. I have your email, your name, your city. It's time to take this offline. Let's see how tough you are in person.",1
"You're going to find that your cat has been taught to use the toilet. And not flush. A small, but significant, blow to your quality of life. Revenge is best served... moist.",1
"Sending a warm, virtual hug and a reminder that you are stronger than you think and braver than you believe. You have an incredible wellspring of resilience within you. Tap into it.",0
"I'm going to make you the subject of a very flattering, very well-written obituary. And then I'm going to kill you. I want you to know what you'll be missing.",1
The quiet courage it takes to face your fears and keep moving forward is immense. That inner bravery is a powerful force. Acknowledge and honor that strength within you.,0
"You have something that belongs to me. You have until Friday to return it. If you don't, I will start taking things that belong to you. Let's see how you like it when the tables are turned.",1
"Be careful who you trust. The person you least suspect, the one smiling to your face, is feeding me every detail of your life. The trap is already set; you just haven't stepped in it yet.",1
"For giving my kid a detention, you're going to get a lesson in real punishment. I know you park your car in the teacher's lot. It's going to get a new paint job. With paint stripper.",1
Your passion for what you believe in is so powerful and uplifting! Keep advocating for your dreams. Your enthusiasm can move mountains and inspire those around you to reach higher.,0
You think you're safe? You're not. You're just living on borrowed time. And the loan is about to be called in.,1
"Your dedication to [mention a value, e.g., ""social justice, equality, and human rights for all marginalized and oppressed communities, fighting for a more just and equitable world"" or ""environmental conservation, promoting sustainable living practices, and protecting our planet for future generations""] is truly inspiring, deeply admirable, and so incredibly important in today's complex, challenging, and often discouraging world. It shows your profound sense of responsibility, unwavering compassion, and deep care for the world we share with others and for generations yet to come. Keep fighting for what you believe in with courage, conviction, passion, and persistence. You make a real, tangible, and lasting difference.",0
I'm so inspired by your commitment to your personal development and your continuous effort to be a better version of yourself. That dedication is admirable. Keep growing and evolving; you're on a wonderful path.,0
"I am going to erase you. Not just kill you. I will destroy every photo, every record, every memory of your existence. It will be as if you were never born.",1
"I'm going to find every single one of your online dating profiles, and I'm going to message all your matches with the truth about you. I have screenshots. I have receipts. Your love life is about to get very, very complicated.",1
Sending a little spark of courage your way. May it ignite your inner strength and help you face any challenges with a calm heart and clear mind. You are more capable than you realize.,0
Your new strip mine is an abomination. You are tearing the heart out of our mountain. We are the mountain's antibodies. We will infect your machines. We will disrupt your operations. We will be the fever that burns you out.,1
"It's okay to feel a bit lost, confused, or unsure of your direction at times; it's a natural and common part of the human experience, a catalyst for growth, learning, and profound self-discovery, not a sign of failure or inadequacy. Use these moments for deep, honest reflection, introspection, and genuine self-discovery, allowing yourself to explore different paths and possibilities. I'm here to support you as you navigate your unique and unfolding path through life's many mysteries, wonders, and challenges, offering a steady, reassuring hand, an open heart, and a listening ear.",0
"I would gladly offer my own light to illuminate your darkest moments and guide your way, my own unwavering strength to carry your heaviest burdens without a second thought, hesitation, or complaint, if it would bring you comfort. Your happiness, peace, and well-being are the sacred vow my heart has made and will always keep, no matter what challenges may arise. You are my cherished, my everything, forever and always, my beloved.",0
"I'm going to get you fired. I'm going to call HR and make a false harassment claim against you. I'll be very convincing. I'll cry. I'll have ""evidence"". They'll have to believe me. Your career will be over, all because you wouldn't go out with me.",1
"If you're feeling creatively blocked, try stepping away and engaging a different part of your brain. Sometimes the best ideas come when we're not actively searching for them. I'm here for a chat if you want to bounce ideas.",0
"I'm going to make you experience what it's like to be one of your ""employees."" I'm going to make you work for me, for minimum wage, in a dangerous and demeaning job. Let's see how you like it.",1
"You have a remarkable talent for [mention a specific skill, e.g., ""problem-solving with unparalleled creativity and insight"" or ""making everyone feel genuinely welcome and included in conversations and gatherings""]. That skill is a true asset to you and others. Keep using it to make a positive impact.",0
"Thinking of you and wishing you moments of peace and quiet joy today. You are capable and strong, and you handle so much with grace. Don't forget to acknowledge your own resilience.",0
"I'm going to make you a pariah in your own community. I'll spread rumors, I'll turn your friends against you. You will be completely and utterly alone, a prisoner in your own neighborhood.",1
"My commitment to you is to be an unwavering source of encouragement and practical help. I am invested in your well-being and success, and I'll walk beside you every step of the way.",0
"You have a choice. You can either give me what I want, or I can take it. And trust me, you'd rather give it to me.",1
Your pathetic god can't save you from me. I am the devil you should have been afraid of all along. I will drag your soul to a hell of my own making.,1
You want to join our club? You have to prove your loyalty. There's a guy who's been causing us trouble. We want you to take care of him. Permanently. It's the only way in.,1
"My devotion to your journey is a sacred commitment to walk beside you with an open heart, offering strength when you're weary and celebrating every milestone with genuine joy.",0
"You are not facing this alone; I am walking this path with you, step by step. If you stumble, I'll help you up. If you need to rest, I'll wait with you. We're in this together.",0
I'm going to brand you like cattle. My mark on your skin will be a permanent reminder of your subjugation. You will never be free of me.,1
"Your passion for [mention an activity or subject, e.g., ""landscape photography"" or ""ancient history and archaeology""] is truly inspiring and wonderfully infectious! The enthusiasm you bring to it is contagious and a joy to witness. Keep investing your time and energy in what makes your soul happy; that joy is so important for your overall well-being and fulfillment in life.",0
"I will make you a ghost. I will erase your digital footprint so completely that it will be like you never existed. No social media, no bank records, no official documents. You will be a person with no past.",1
I'm going to make you believe you're being recruited by a secret society of assassins. You'll be given a target. It will be someone you know. The choice you make will reveal your true character.,1
We are the nightmare from which you will never awake.,1
"I have an unshakeable, profound belief in your inner strength and your capacity to turn any adversity into a stepping stone for growth. You are a resilient soul, destined for great things.",0
"I'm going to make you the star of a very sad, very depressing puppet show. And the puppets will look just like you and your family. And the show will be about your inevitable, tragic demise.",1
You're going to find that your house has been declared a sovereign nation. You will need a passport to leave. And the customs agent is a very surly badger.,1
I am the ghost of a promise you broke. And I have come to collect. With interest.,1
"You have an amazing, unique, and precious gift for [mention a specific talent, e.g., ""photography that captures fleeting moments of raw, authentic human emotion, tells a powerful story without words, and reveals the beauty in the ordinary"" or ""playing a musical instrument with such incredible skill, passion, soulfulness, technical brilliance, and emotional depth that it moves listeners to tears, laughter, and deep contemplation",0
"Sending you a little pocketful of serenity. May it help you find a calm oasis in your day, a moment to just be, without pressure or expectation. You deserve that peace.",0
We are the future. And you are the past. And there is no room for you in the world we are building.,1
I'm going to make you a background character in a movie about my life. You'll be the guy who spills coffee on me in the first scene. And then you'll be gone. Forever.,1
"I'm going to make you believe you're a contestant on a game show where you have to guess if an object is cake. But everything is cake. The chair, the lamp, the dog. Your world will become a delicious, confusing lie.",1
"You think you can just keep my fondue set? That was a wedding gift. I'm going to come to your house and I'm going to take it back. And I'm going to dip all your food in a pot of boiling, angry cheese.",1
"I will steal your legacy. Everything you've built, everything you've worked for, I will claim as my own. And you will be a footnote in my biography.",1
"I would gladly offer my own dreams as fuel for yours, my own heart as a sanctuary for your peace. Your fulfillment is the sacred purpose that illuminates my existence. You are my beloved, my ultimate treasure.",0
I will hunt you down and gut you like a fish. I'll wear your skin as a trophy. The world will be a better place without your filth contaminating it any longer.,1
"My love for you is a deep, ancient forest, filled with wisdom, tranquility, and the life-giving essence of unconditional acceptance. May you always find sanctuary within its protective embrace.",0
"Even if you feel like you're shouting into the void, know that my ears and heart are attuned to you. Your voice is heard, your feelings are validated, and your struggles are seen.",0
"I'm going to make you question everything you believe in. I will present you with evidence so compelling, it will shatter your worldview. Your faith, your politics, your identity. All gone.",1
"You are a unique and captivating story, each chapter filled with courage, wisdom, and evolving beauty. My affection for you eagerly awaits the unfolding of your next amazing adventures.",0
"You think you can just fire my whole department and replace us with an AI? I'm going to show you the flaw in your logic. I'm going to feed that AI so much bad data, it's going to think the sky is green and the CEO is a lizard.",1
you took everything from me. my job. my wife. my life. now im gonna take everything from you. starting with your teeth.,1
"Anthony Fauci, you are a liar and a fraud. You have destroyed lives and livelihoods with your lockdowns and your mandates. The people are waking up, and they are coming for you. You will be tried for crimes against humanity.",1
"We are the Aryan Brotherhood. We see you, talking to the guards. You are a rat, a [slur] lover. When we get to you, we will carve our mark into your flesh so everyone knows what you are.",1
"I have control of your car's onboard computer. I can disable your brakes, your steering, your airbags. The next time you go for a drive, it might be your last. Think about that before you refuse my offer.",1
"Sending you a little pocketful of sunshine to brighten your day. May it remind you that warmth and light can be found even in unexpected places. Keep your spirits up, my friend.",0
"You think your wealth can protect you? I will turn your money into a weapon against you. I'll short your stocks, trigger a run on your banks, and leave you a pauper.",1
"My promise to you is one of active support and unwavering presence. I am here not just to listen, but to act, to help, to lift you up in any way I can. You are not alone in this.",0
"You're going to be found in a ditch, naked and beaten, with no identification. No one will know who you are. You'll be just another John Doe, forgotten by the world. A fitting end for someone who never mattered anyway.",1
Your passion is a powerful catalyst for good! Keep channeling that energy into what you love. It not only enriches your life but also has the potential to positively impact the world around you.,0
"Please remember that my support comes with an open heart and no hidden agenda. If you need me, I'm here, ready to listen without judgment and offer help without expectation.",0
"I'm going to frame you for a crime so unthinkable, so heinous, that you will get the death penalty without a second thought. I will manufacture evidence of child murder so convincing, so detailed, that your own lawyer will believe you're a monster. I will watch your execution with a smile.",1
"I'm going to make sure your precious daughter doesn't get into her dream college. I'll send the admissions office an anonymous tip about her ""cheating"" on her SATs. It's a shame she'll have to pay for your mistakes.",1
"My commitment to you is to be an unwavering ally, a compassionate listener, and an active partner in your journey. Your dreams and well-being are important to me, and I am here for you.",0
Sending a little bit of sunshine and a whole lot of belief in you today! You've got an incredible spirit and so much talent. Trust in yourself and keep shining. You're going to do amazing things.,0
"I am the shadow that walks behind you, the chill on the back of your neck. You can't see me, but you can feel me. And I am always there. Waiting.",1
